tag,x,y
blue,-0.545443885543183,0.050554507764129
blue,-0.45781734322009,-1.2172454919468
blue,-0.190498124621425,-2.0618844964369
blue,0.276618090661502,-2.73878372767586
blue,0.924706938320619,-2.81864655145384
blue,1.58280407148876,-2.11638247172243
blue,2.12668571818764,-1.32936672007841
blue,2.89992831046341,-0.648165080338658
blue,3.38297970152263,0.256610404128867
blue,3.62125579681834,1.62030237470392
blue,2.99354580757682,2.33494021899662
blue,2.08307639492844,2.65964062972402
blue,1.31807116027061,2.54197183443576
blue,0.624823090195373,2.43250354375836
blue,-0.097104785202292,1.86647088615236
blue,-0.50480248472358,1.03466419956254
blue,-0.545443885543183,0.050554507764129
blue,-0.545443885543183,0.050554507764129
yellow,0.500454921091616,0.0374273297298127
yellow,0.530550613437798,-0.680919109737142
yellow,1.0449593652352,-0.940590352207833
yellow,1.4379507467717,-0.810711981505619
yellow,1.70566749696475,-0.595691892820783
yellow,1.96108079779299,-0.270780018169313
yellow,1.96094692411675,-0.270494492275938
yellow,2.18998436080635,0.112129393544548
yellow,2.52035763820216,0.558114363003685
yellow,2.60981852198358,1.1186528297031
yellow,2.36575088819987,1.51981116331773
yellow,1.95777732068147,1.62968931324427
yellow,1.62701261034574,1.53263646913685
yellow,1.35182950721582,1.32498732518882
yellow,1.09498253363943,1.11439964107518
yellow,0.868463022292744,0.889762359517127
yellow,0.681594151630394,0.630013206335883
yellow,0.500454921091616,0.0374273297298127
big_orange,0.528334040031362,-0.342148093393536
big_orange,0.488208316860751,0.353916495464899
big_orange,-0.545553047460369,-0.392321103028126
big_orange,-0.540061806920124,0.444961953131887
